============================================================================================
ANSOFT                                                                              06/02/25
Terminal Z Parameter Plot 1                                                         16:09:12

--------------------------------------------------------------------------------------------
        Freq [GHz]   re(Zt(flux_line_1_T1,flux_line_1_T1)) []   im(Zt(flux_line_1_T1,flux_line_1_T1)) []
 7.953333333333333                         -0.000000449878870                         31.378392982329832
 7.976666666666666                         -0.000000220491101                         32.027793384672862
 8.000000000000000                         -0.000000000000012                         32.678911444097452
 8.023333333333333                          0.000000211404285                         33.331795507910400
 8.046666666666667                          0.000000413539092                         33.986494498457418
 8.070000000000000                          0.000000606230011                         34.643057930055768
 8.093333333333334                          0.000000789310681                         35.301535926312091
 8.116666666666665                          0.000000962623467                         35.961979237839039
 8.140000000000001                          0.000001126019837                         36.624439260383227
 8.163333333333332                          0.000001279360386                         37.288968053380259
 8.186666666666666                          0.000001422515827                         37.955618358952201
 8.210000000000001                          0.000001555366708                         38.624443621360889
 8.233333333333333                          0.000001677804104                         39.295498006935972
 8.256666666666666                          0.000001789730082                         39.968836424492444
 8.279999999999999                          0.000001891057882                         40.644514546255500
 8.303333333333333                          0.000001981712601                         41.322588829310554
 8.326666666666666                          0.000002061631398                         42.003116537596632
 8.350000000000000                          0.000002130763998                         42.686155764463287
 8.373333333333333                          0.000002189073016                         43.371765455809097
 8.396666666666667                          0.000002236534376                         44.060005433824706
 8.420000000000000                          0.000002273138373                         44.750936421359619
 8.443333333333333                          0.000002298889095                         45.444620066935848
 8.466666666666667                          0.000002313805638                         46.141118970432096
 8.490000000000000                          0.000002317922378                         46.840496709460744
 8.513333333333334                          0.000002311289490                         47.542817866464219
 8.536666666666665                          0.000002293973280                         48.248148056554392
 8.560000000000000                          0.000002266056841                         48.956553956124374
 8.583333333333332                          0.000002227640621                         49.668103332257466
 8.606666666666666                          0.000002178842654                         50.382865072964826
 8.630000000000001                          0.000002119799720                         51.100909218280350
 8.653333333333332                          0.000002050666789                         51.822306992242979
 8.676666666666666                          0.000001971618906                         52.547130835802790
 8.699999999999999                          0.000001882850730                         53.275454440678871
 8.723333333333333                          0.000001784577658                         54.007352784209012
 8.746666666666666                          0.000001677035991                         54.742902165224578
 8.770000000000000                          0.000001560483948                         55.482180240990665
 8.793333333333331                          0.000001435201935                         56.225266065248974
 8.816666666666666                          0.000001301493529                         56.972240127406771
 8.840000000000000                          0.000001159685626                         57.723184392912181
 8.863333333333332                          0.000001010129460                         58.478182344863356
 8.886666666666667                          0.000000853201012                         59.237319026896479
 8.910000000000000                          0.000000689301949                         60.000681087399656
 8.933333333333332                          0.000000518859826                         60.768356825106842
 8.956666666666665                          0.000000342329482                         61.540436236121913
 8.980000000000000                          0.000000160192958                         62.317011062427326
 9.003333333333332                         -0.000000027039261                         63.098174841937357
 9.026666666666666                         -0.000000218827989                         63.884022960153764
 9.050000000000001                         -0.000000414603931                         64.674652703486501
 9.073333333333332                         -0.000000613767558                         65.470163314305353
 9.096666666666666                         -0.000000815688321                         66.270656047790538
 9.119999999999999                         -0.000001019703385                         67.076234230652844
 9.143333333333333                         -0.000001225117551                         67.887003321798147
 9.166666666666666                         -0.000001431201568                         68.703070975013802
 9.190000000000000                         -0.000001637192630                         69.524547103758280
 9.213333333333333                         -0.000001842291945                         70.351543948138996
